Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
1700,-1.469943,-0.606056,-1.040664,0.565313,-0.813341,-1.185375,-2.004181,-0.999371,-0.286147,0.779556,1.146473,-0.630102,0.201384,-3.128631,-0.69774,-1.385903,-0.487993,0.84189,0.896148,0.404198,-0.409414,-0.00019,1.362327,0.032454,2.362207,0.253441,-0.288229,-0.420683,361.22,0
1710,-0.079315,-0.088359,0.053856,2.695951,-1.716625,3.023932,1.886755,-0.962698,1.751841,0.409316,0.023046,-0.395759,-1.784653,0.22492,1.040612,0.879474,-0.785092,0.250137,-2.016923,-0.511953,1.517974,-1.475646,-2.492755,-0.267278,0.611208,1.437493,-0.922125,0.604495,461.65,0
1720,-1.36637,-0.227513,-0.567835,0.107876,1.689126,0.881249,2.459551,0.951265,0.602626,1.129166,1.628323,0.777877,0.438579,-0.287729,0.222698,0.163032,-0.202996,0.833415,-0.956318,-0.611052,-0.52909,-0.679265,-1.080974,-1.168682,0.214663,-0.644686,0.487023,-0.19473,81.78,0
1730,0.093946,1.887681,0.152697,0.043329,-0.380841,0.302759,1.157511,-1.440421,0.751035,-1.324642,-0.758981,0.771912,-1.734469,-0.542068,0.625754,-0.521925,-0.832837,-0.688693,1.296594,1.122077,2.508491,-0.267405,-0.381633,1.996693,0.146087,-0.399274,-0.506392,-0.097729,433.99,0
1740,2.624063,-2.99005,-0.080297,-0.626804,0.102038,1.24274,3.161664,0.482627,0.099501,-1.123059,0.052902,2.519391,-0.375827,-0.638763,-0.510742,1.671256,0.92124,0.996106,-0.345473,0.332659,-1.578722,0.559017,-0.487231,1.724705,-0.640205,0.95493,-1.336866,-1.301821,1434.65,1
1750,-0.290053,-0.486935,1.407238,-1.226008,-0.199748,-1.483226,-0.343789,-0.974057,1.229629,2.142798,-0.565526,1.256617,0.172292,-0.788224,-1.898468,0.816224,0.204856,-1.565919,0.344246,-0.458656,-0.141484,-0.91734,1.961592,1.319237,-1.534185,1.030956,-0.283054,-0.293073,433.18,0
1760,-0.096405,0.158573,1.517876,-0.016824,-2.478933,0.156727,1.863623,0.488931,-1.1109,0.540102,0.761223,-0.409797,0.678049,-0.629035,0.251202,1.378368,0.579983,1.536005,0.642569,1.461572,0.131008,0.853567,0.351931,-1.115142,1.087225,1.461274,-1.56684,0.54997,159.8,0
1770,2.872064,-3.793405,-0.084258,-0.038119,-1.200873,-0.239483,-0.720603,-0.768912,2.017819,0.353309,-1.344324,-1.463501,-0.389263,-0.990929,0.326937,0.36292,-0.39886,0.563732,1.263652,0.842608,-0.834382,0.495984,0.221218,0.27042,-1.094324,-0.085455,1.690169,0.179163,520.1,1
1780,-0.992371,-1.95086,-0.054056,0.580334,1.740378,-0.923207,0.565058,-0.101962,1.289129,1.066176,-0.509054,-0.316186,0.792529,1.566515,1.323841,0.166837,-1.446597,0.723617,-0.608635,-0.805551,-1.042569,1.673121,0.200604,1.583413,-0.207579,0.881435,1.532168,-0.416706,257.04,0
1790,0.047619,0.418048,-0.204858,0.457305,1.051586,-1.490758,2.94961,-0.468557,-1.804252,-0.899649,-1.493161,1.604256,0.367413,1.016483,-0.260489,-0.13408,0.143903,1.42473,0.05573,-1.448752,0.378811,0.253359,-0.567669,-0.724005,-0.510171,0.503103,-1.530782,-1.042506,432.62,0
1800,1.328331,-2.4679729999999998,-0.031846,-0.735099,1.365005,-0.148209,-0.814715,-0.696799,1.212025,-0.654064,1.476085,-0.267302,0.958124,-2.806556,1.441218,-3.042043,0.306618,0.100251,-0.143657,0.399815,1.688021,-1.346124,-0.354386,0.370543,-0.443701,-1.025271,-1.541007,0.124525,351.27,1
1810,2.704797,-4.401247,0.545357,0.224378,-1.400348,0.143485,-0.778825,2.136341,-0.458374,0.378857,0.224286,1.831868,-0.29988,0.561623,-1.384312,-1.179238,-0.468162,-1.492147,0.934138,1.064038,0.804127,1.320561,0.055594,-0.919288,2.06138,-1.32596,1.146451,0.030552,123.46,1
1820,-0.059057,1.124826,-0.121478,0.872087,-1.302619,0.173238,-0.246681,-1.004153,-0.499433,0.53759,0.65344,-0.829794,0.036684,0.586766,-0.379758,-1.570077,0.243569,-0.949712,2.379225,-0.746895,0.993954,0.936565,0.309104,-1.913775,-2.125123,-1.315054,-0.870343,-0.047245,214.0,0
1830,-0.918448,-1.542863,0.399249,1.882605,-0.922662,-0.948774,0.769731,-0.728582,0.213982,-0.456913,-0.770172,-1.420617,2.519796,-1.180838,0.712833,1.581427,-2.696784,0.696087,-2.543154,1.44373,-0.03521,0.996872,-0.51851,0.737749,-0.863927,0.125102,0.649896,-1.093037,373.85,0
1840,4.160782,-2.317184,-0.201013,-0.137307,0.310874,0.573745,-1.49237,-0.464903,-0.656132,0.967971,0.736549,-0.222951,-1.511953,-0.606888,1.053274,-0.620556,0.200659,-1.000803,-0.098308,-0.07245,-0.90125,-0.63294,-1.66343,-0.650505,-0.17789,-0.976194,-0.059731,0.190764,1201.85,1
1850,-0.298572,1.511051,-0.247505,0.732195,-1.406428,-1.602733,2.708467,-0.056413,-1.285505,-0.008743,0.232413,-0.233627,0.783553,0.095415,1.141751,0.286085,0.498555,0.208634,1.728014,0.30336,1.000481,0.076654,0.756267,0.688967,-0.830856,-0.121859,0.451959,0.438785,457.58,0
1860,1.449489,0.138797,-0.08305,1.238299,2.712715,-0.634712,-0.109788,-0.857429,-0.366099,-1.440498,-0.139072,-0.457701,-1.879224,-1.05537,0.701887,-0.072134,0.112877,0.386638,-0.037139,-0.360897,-0.073049,-1.197155,-0.959322,-1.446883,1.11634,-0.432866,0.104632,1.17122,135.67,0
1870,-1.636199,1.488528,-1.336724,-0.639832,-1.015876,0.786645,-0.09216,1.234783,-0.114867,1.055645,-0.051985,0.134925,-1.015954,2.01998,-1.967033,-0.810144,0.137179,0.463036,-0.728443,0.240452,1.673132,-0.125602,0.938085,0.685989,-1.141298,1.000702,0.229664,-0.176294,303.93,0
1880,1.405734,-2.707678,1.668048,-0.452467,1.605114,-0.367928,0.892915,2.676226,-1.501218,1.785003,2.045117,-0.92103,-0.616974,-0.112907,1.082038,-1.136072,1.473348,1.371663,0.345762,1.109654,0.537984,-0.728214,-0.520292,0.817845,-1.048609,0.06863,-1.187408,1.951061,354.58,1
1890,0.309076,-0.456231,0.681613,0.572375,2.278926,-0.564039,-1.271709,0.324007,-0.695518,0.761121,-1.767715,-0.889951,-0.209735,-1.117518,1.9911,-0.031805,-1.530263,0.933728,-1.528318,-1.468912,-1.524902,0.000251,1.099943,0.227975,0.290821,0.094836,-1.885482,0.232316,122.21,0
1900,0.161833,1.281576,1.117078,-1.208563,-1.4382,0.530602,3.038189,0.182335,1.628091,0.575435,0.544223,-0.885332,-0.746279,1.312328,1.778277,-0.024524,1.830566,0.784366,-0.076049,-1.010548,0.035855,0.279367,-0.749913,-1.292187,0.266516,0.154924,0.909991,0.220488,130.23,0
1910,0.184415,-1.368787,-1.404487,0.315587,-0.429498,0.732798,0.219904,-0.598674,-0.868492,0.495888,-0.926033,-0.348581,-1.391778,0.110018,1.297946,-2.000173,-0.56168,-2.466579,1.040447,0.725223,0.349074,-1.737636,1.610216,-1.158695,-0.293063,-0.693019,-0.905146,0.28723,322.8,0
1920,-0.071785,-0.752788,-0.538917,-0.548379,0.018584,0.009596,1.908624,0.28104,-1.71458,0.350572,1.805079,1.033571,-0.387029,-0.971876,0.937644,-1.586646,0.406475,-0.275199,-0.273389,0.508457,-1.463547,-0.42082,0.769103,1.645611,-1.401826,-1.826314,1.505187,-1.339553,400.0,0
1930,-0.348622,-1.773227,0.293847,0.482711,-0.166404,-0.708007,-1.505159,0.525848,0.008677,-0.87976,1.020401,0.237204,-2.727147,-0.008861,0.375275,-0.889514,0.758912,1.608378,0.256522,-1.490599,-1.632806,0.232482,1.329789,0.720149,1.372643,0.742159,-2.624704,2.202014,15.39,0
1940,-0.63359,0.787681,1.034054,1.244988,-1.246972,0.355003,2.012861,0.398721,0.343436,-0.587487,-0.101757,1.091133,-0.051968,0.454399,0.57445,1.089841,-1.623257,-0.635875,-0.987378,-0.582157,2.573662,0.664175,0.226684,-1.236765,-0.736749,-1.172168,0.482842,1.80657,385.17,0
1950,0.292816,1.085684,-0.902579,0.721586,-0.303623,-0.983387,-0.43199,0.279222,0.064961,-0.944544,0.716371,-0.095354,-1.198071,-1.285117,-0.508013,-1.120096,-0.008282,-2.286337,1.875477,-1.228402,-1.079609,-0.578201,-1.015869,-0.660315,0.5024,-0.546219,-0.176275,0.801772,476.78,0
1960,0.668927,0.402434,0.488268,0.166144,0.82375,1.268142,-0.684485,-0.880603,-0.483087,0.61661,1.975594,1.473818,-0.69229,0.96731,-0.295085,-1.112512,2.108599,-0.905928,-0.349527,0.798298,2.751581,-0.428243,-0.020186,-0.865315,0.551709,-0.362419,0.860981,-2.319756,283.3,0
1970,-1.053791,-1.422837,0.541131,-2.142229,0.232475,0.175726,2.187009,-0.085419,-0.993525,1.831749,1.216338,-0.026268,-0.406075,1.154597,-0.179955,0.362794,0.473441,-0.179733,0.78778,-0.019486,1.081952,-0.712035,-0.40628,-0.151696,-0.730856,-0.618557,-1.211994,0.5802,32.65,0
1980,-0.938171,2.036867,-1.740165,0.964465,0.666663,-2.346963,-0.324543,-1.730846,1.785355,-0.44774,1.353666,1.21659,-0.678228,1.705664,1.594202,-1.143439,-0.492976,-0.400993,-0.913497,-0.047558,-0.08999,-0.495693,-0.144619,-0.297933,-0.394594,0.60923,0.764695,0.336394,153.02,0
1990,-0.369634,-2.043804,0.91247,0.65685,0.936479,-0.439816,-0.093481,-0.392166,-1.500247,-0.04643,1.242439,0.584614,-0.270834,-1.118836,0.60754,-0.289331,0.025579,-0.471577,0.477592,1.560954,0.606949,0.015762,-0.075311,-0.507014,-0.645148,0.783934,1.293305,-0.497963,229.89,0
2000,-1.794775,1.213793,0.149532,-1.524312,-0.883461,-0.426631,-0.387411,-0.286169,-0.599578,1.493648,-0.749476,0.972817,-0.090235,-0.815144,0.411548,-1.1523,0.114381,0.069369,0.112128,0.393835,0.65479,-0.689313,-0.734493,0.951629,-0.342176,1.111598,1.843899,-0.580965,375.44,0
2010,0.444408,1.380134,-0.075948,0.356848,1.351377,-0.199125,-0.899403,1.162366,0.778454,1.945587,1.994519,0.233716,2.60744,1.580254,0.684113,1.457199,-0.945748,2.171708,-0.416584,1.512469,0.629464,0.143155,0.126381,0.157216,-1.803143,0.479222,-0.70274,2.578492,91.46,0
2020,-1.456923,0.195124,-0.448953,1.172101,2.605494,1.163708,-0.688051,-0.57423,0.549474,-0.955812,0.230743,1.705355,-1.47616,0.006167,0.640277,2.272701,-0.880421,-0.159624,0.891503,0.202049,-0.039563,-0.34484,-0.780538,-0.615442,0.746263,-0.103902,0.416887,1.317043,74.56,0
2030,0.847732,0.178708,0.71875,0.834984,0.706848,0.788751,-0.418323,-0.810703,-0.649066,-1.549062,0.160975,0.550669,-0.955921,0.310996,-0.477986,-1.149221,0.240414,-0.968269,-0.761845,1.449667,0.151384,-0.492521,0.478728,-0.536776,0.897597,-0.204393,0.594892,0.438151,151.41,0
2040,-0.432908,-0.18052,1.662341,0.052027,-0.400064,1.616336,2.469636,-0.353088,-0.896516,0.243366,-0.003183,0.045958,-0.564028,1.629952,-0.619404,0.208128,0.506801,-0.103297,0.217932,0.09776,0.042664,0.382693,0.903258,-1.370462,-0.21257,1.835283,0.481257,1.220021,437.64,0
2050,-0.009132,-0.588976,0.034052,0.395139,-0.83866,1.169474,-0.581068,-0.208583,-0.291746,0.657071,0.933104,0.80678,-0.718282,-0.599591,-1.719951,1.375205,-1.027191,-0.366032,-0.164674,0.224713,-1.232096,-0.182057,-0.621277,-0.553448,1.162924,-0.762625,0.151173,-1.222869,457.26,0
2060,0.449683,0.566667,1.037158,0.394409,-0.351541,-1.418152,-2.283801,-1.84792,0.575811,-0.045989,-0.40917,-0.482906,3.067715,-0.034687,-0.592605,0.681677,0.734061,-2.309881,0.049292,2.271135,-0.944279,-2.206288,0.891349,-0.000973,-1.030633,0.659946,0.505085,0.492588,320.79,0
2070,-0.394175,-0.522698,0.229444,-0.511628,0.427637,-1.725259,-0.671646,0.227076,1.145762,0.828342,1.051373,1.430211,0.721815,-0.112539,-0.136366,-1.381892,0.563216,0.873504,-1.088777,0.510268,0.11192,-1.550247,-0.13465,-0.541275,-1.252758,0.01367,0.480656,0.034632,496.31,0
2080,-0.849259,0.803508,-0.224672,-1.015948,-1.282568,-0.178745,-0.927755,-1.102442,0.174077,0.409691,1.27861,-0.435377,0.722527,0.669005,-1.773782,-0.007289,1.35152,0.050393,0.612557,-0.085006,1.798934,1.242626,-1.497797,0.186041,-0.942559,2.127361,0.16514,0.656885,32.97,0
2090,1.154264,-2.577534,-0.013482,0.068789,1.039216,0.077029,-0.499983,1.267144,-0.785229,0.374421,1.018833,0.439848,-1.838761,-0.801047,-0.159748,0.458804,0.519837,-0.095507,0.4049,0.317297,-1.256194,-0.227732,0.261631,-1.021807,1.141598,0.026839,-0.830703,-0.597537,1634.87,1
2100,-0.361792,0.507599,-1.274354,-0.16696,0.609283,-0.560263,0.637021,0.770076,-1.637288,-0.939073,0.568194,-0.758288,1.517056,1.02249,-0.508346,1.003754,0.089179,0.680297,-0.567123,-0.186068,0.420726,1.583606,-0.853431,-0.392683,-1.133469,-0.963946,-0.13867,-0.852775,3.78,0
2110,0.106251,0.018505,2.475297,0.365164,-0.764667,-1.145459,-1.126653,-0.538037,-1.602128,1.021207,1.698272,-0.330064,-0.252301,-0.355711,-0.047457,-1.744904,-0.460669,0.990018,0.088556,1.232394,1.514952,-0.868269,2.170737,0.329788,-1.110852,0.295485,-0.08628,-0.50132,106.67,0
2120,-1.336928,1.802268,0.626081,-0.166652,-1.593094,1.521288,1.121019,0.191479,-0.53411,0.115765,-1.044685,-0.669936,-1.605814,0.795038,-0.46994,-1.752659,-0.234632,-0.886772,1.211972,-0.209873,-0.005882,-0.677973,0.223945,0.274623,-0.466645,-0.123388,-0.83358,0.448574,293.67,0
2130,-0.898553,1.61075,0.177709,-0.470829,0.945837,-0.288514,-1.486658,0.192541,-0.229688,0.554102,1.592839,0.652431,-0.221444,-0.793725,-0.084541,-0.480252,-1.07888,0.235474,1.412943,0.927372,-0.031241,-0.129508,-0.935865,0.062224,-2.170205,0.390603,0.029772,0.343916,370.72,0
2140,0.299281,1.364993,-1.350603,-0.638772,2.164813,-1.355437,-0.780491,0.015903,-0.004121,0.701293,-1.246026,1.553572,0.805855,-0.297171,-0.079847,0.922994,2.74624,-0.540106,-0.587323,-0.255838,-1.8935,1.053768,0.137001,0.973714,1.369251,0.03528,0.368137,0.585735,66.46,0
2150,2.663616,0.149253,1.169847,2.147344,-0.125912,-1.534707,2.191586,0.833471,-0.450678,-1.432343,0.030105,0.274129,0.076372,0.119726,0.542029,0.013785,1.010583,1.737102,-0.56893,0.738133,0.974555,0.517515,0.115426,-0.357217,-0.588963,0.476467,0.515494,-1.448972,231.23,0
2160,-0.98651,1.513123,-0.536905,2.249462,-0.709867,0.253338,-1.270964,-2.160594,2.064094,-1.183014,0.72789,0.020994,-0.453462,-1.53994,-0.280081,1.235938,-0.304846,0.587752,-1.873043,0.07122,-0.28089,-1.439981,-0.071008,-1.464864,-0.201223,-0.622328,0.240008,0.304313,240.69,0
2170,0.337871,0.019432,-1.169333,-0.152466,0.890406,0.066078,2.305048,-0.795353,-1.128936,0.373148,-2.344626,-0.309454,1.930586,0.736016,0.078531,0.176783,1.20081,-0.161084,0.047834,0.813873,0.501784,0.022947,-1.931231,1.644188,0.150359,0.200213,-0.611876,-1.134206,480.7,0
2180,-1.422961,-0.131542,0.107581,-0.664631,-1.790772,-0.22383,2.301265,-0.326305,0.016427,-0.021634,-0.745289,-0.358011,-1.348507,1.218778,-1.051776,0.179706,-0.127738,1.623238,-1.259201,2.264231,1.249286,-1.030576,-1.549289,1.444838,-0.881197,0.382653,-0.926149,-1.08316,477.49,0
2190,1.132668,-1.366721,0.876399,-0.619371,0.705548,1.320954,-0.706562,1.891136,1.651795,-0.867464,0.895929,1.000247,-0.496648,0.314645,0.937842,1.390153,1.771856,0.581039,-0.112422,0.297135,-0.257468,0.048391,2.723352,-0.78758,0.33738,0.855484,-0.090482,2.153675,277.67,0
2200,0.244674,0.066588,1.585923,-0.481607,-0.534706,0.50415,0.649344,-0.682369,-0.180407,-0.325599,1.021005,-0.186219,1.497758,0.118036,-1.181656,1.580664,-0.77273,0.049649,0.905847,0.627432,-1.956932,-0.643002,-0.684368,-0.917766,-0.758064,0.760741,-0.372403,0.394932,187.77,0
2210,3.33279,-4.2231819999999995,-1.968492,-0.01939,0.969508,1.636168,0.132421,-0.432703,0.550279,0.04974,0.522851,-3.273149,-0.601827,-0.179836,-1.421924,0.510664,-0.501148,0.274497,-0.199138,0.250081,-1.450141,-0.989437,0.585048,-0.696114,-0.696412,0.077227,-0.043721,1.346343,233.51,1
2220,0.322604,-0.202846,0.157335,-1.334845,0.524689,-0.789513,-0.036125,0.012536,-1.174578,-0.591331,1.553867,-0.989996,1.034456,1.812818,0.39503,-1.017515,-0.699461,-0.113445,-0.173826,-1.122514,1.55804,0.599952,-0.224848,0.559629,-0.197617,-0.866381,-2.373568,0.325412,337.56,0
2230,1.123975,0.1344,1.006952,1.150008,-0.876312,0.522902,0.240393,-0.505516,-0.293048,0.653761,-1.447681,0.637571,0.739365,1.259888,-0.138173,-1.049036,0.42189,-1.300371,0.642847,0.112656,0.039546,-0.425299,-1.561051,-0.768693,0.360895,0.860135,0.195038,1.641223,413.8,0
2240,-1.575749,0.044497,-0.08565,-0.15742,0.121214,0.483503,0.299716,-2.176864,-0.716452,-1.388605,-0.401656,0.450188,-0.660793,0.377705,-0.390335,-0.795021,-0.624404,-2.011286,2.882875,0.253559,0.271725,-1.220477,-0.779284,0.868109,0.297667,0.745202,0.777326,0.429983,109.52,0
2250,2.768699,-0.793987,0.790439,0.404117,-0.219349,-0.647078,0.557527,-1.129386,0.356734,0.61711,-0.394628,-0.277779,-0.142854,0.917799,-0.943823,-0.490634,-0.623318,-1.335167,0.608845,2.080972,-0.160972,-0.167256,-0.770481,-1.027426,-0.133253,0.325796,0.700864,0.408608,764.35,1
2260,-0.565013,0.156086,1.190784,-0.983065,0.170616,-2.214898,0.357838,-0.356364,-0.54802,-2.327924,0.930804,-0.047818,0.51572,0.352929,-1.647143,0.396193,-0.37616,-1.748965,-1.014023,0.639149,0.160688,-2.105689,1.036709,-1.134374,0.322501,-2.079117,-0.201757,-0.751142,239.03,0
2270,-0.947879,1.29991,1.777995,-0.342325,-0.989803,-0.679056,-0.445147,1.626114,-1.246056,0.112241,0.141296,-0.43401,-0.044521,-0.243641,-1.064844,-0.05048,0.49207,1.291363,0.808037,1.049435,-0.425342,0.71143,-0.216319,0.10987,-1.771229,0.638071,-0.831451,0.493715,497.78,0
2280,-0.294106,1.128337,0.581824,0.477914,0.034462,-0.10171,0.234004,0.927801,0.16024,-3.560212,-0.098834,-0.845936,-1.330146,-0.930216,1.490635,0.493876,0.340317,1.632917,0.520579,0.716387,-0.689329,-0.946706,1.191512,-0.805307,1.110399,-1.617227,1.327611,0.221424,171.65,0
2290,-0.653309,-0.364485,0.503626,1.595853,0.98928,-0.845338,1.1514,-0.372606,0.05534,1.137972,0.137597,-1.067267,0.444065,-0.096359,-0.620779,-0.91187,-0.259672,0.578838,1.656113,0.284279,-1.196253,1.113716,-1.24315,0.229133,-1.028013,0.780806,-0.283711,0.416221,212.31,0
2300,-0.719774,0.567923,0.071328,0.880879,-0.516168,0.123743,0.24252,0.493454,0.582303,0.711188,-1.046296,0.902862,-1.4244,0.478971,-1.666941,-1.470141,-1.366754,-0.644376,2.258065,0.554544,0.258281,-0.924213,-0.259739,0.534261,-1.825686,-0.539638,-1.613874,-0.03656,39.85,0
2310,0.501588,-0.04317,0.637395,-0.196105,-0.117051,-1.034838,0.028342,-1.863106,-0.416347,0.568,-1.374416,0.862006,-1.940175,0.241949,-0.972091,0.15945,0.084886,1.7524,0.95498,-0.098227,-0.143113,-1.425336,-0.24302,-0.532662,-2.194045,-0.826596,1.19705,2.496651,498.69,0
2320,1.507602,0.459812,-0.690654,-0.623002,-0.507203,-0.747907,-0.900383,-0.357014,-0.388661,-1.459192,-2.616639,-0.364834,-1.137313,-1.214695,-0.732154,-0.527521,-0.355469,0.99322,1.329789,-0.05417,-1.499048,0.313064,0.605364,0.359931,0.524158,-0.749639,-0.934023,-1.933333,204.0,0
2330,0.021112,-0.634474,-0.657045,-0.505497,0.442456,-1.726735,1.042742,0.401531,2.578144,0.763532,1.136868,-0.686689,0.446827,-0.413347,-0.723785,0.543925,-0.243387,-0.128974,0.090243,0.97783,0.09506,1.321097,1.870107,-0.710343,-0.126636,-0.720517,0.54246,0.682154,29.61,0
2340,0.05904,-0.822216,-1.897122,0.105955,0.515259,1.142659,0.145663,-0.112336,-0.427531,0.909383,2.630766,-1.265206,-0.467592,0.038069,1.120251,-0.175302,0.09354,-1.823041,-0.230747,-0.050034,-0.345739,0.448929,-1.742378,-1.531268,0.04779,0.375416,-0.06221,1.29699,355.44,0
2350,-0.034063,-0.721765,-0.743334,1.368541,-1.650551,0.262632,0.499834,-0.472432,1.798831,0.621939,0.809048,-0.435512,0.45665,-0.201403,-0.454906,0.735173,-1.386687,0.549211,0.226482,0.757,1.24099,0.149444,-0.301451,-1.288293,-0.708096,-0.18615,0.559682,0.36197,77.26,0
2360,0.536435,-0.599396,-0.393864,-1.378055,-0.807459,-0.288426,0.110019,-0.081086,0.349891,-0.79917,-0.776857,-0.297463,-0.450805,-0.141233,2.291541,0.789331,-1.181014,2.411581,1.047462,-0.700705,-1.894147,-0.649267,2.144775,0.450121,1.182985,0.531016,0.055667,-0.479956,175.01,0
2370,-2.080987,-0.866439,-0.423242,-1.030361,0.268611,0.776426,0.752782,0.634668,-0.388299,0.036035,1.218173,0.005532,-0.892695,0.282174,-0.110981,0.848282,-0.893355,-0.114975,-0.805547,-0.086237,-0.029921,-0.065596,1.117177,-0.635138,-1.028637,-1.10057,0.716056,-0.817262,354.29,0
2380,0.900864,-0.252068,-1.433805,0.499469,-1.260284,1.399162,1.216755,-0.106479,-0.855806,-0.262059,1.177534,1.189367,0.458015,-0.023727,1.851416,-0.81078,-0.292264,-1.020016,0.674176,1.597127,0.894616,0.601529,-2.040454,-0.510316,-1.072978,-1.347843,0.981628,1.033332,346.55,0
2390,-0.310907,-0.427227,0.553075,1.803316,-0.612412,0.325839,0.603994,0.145032,-0.750947,0.257357,-0.892914,0.051832,0.306856,0.520589,-0.293878,-1.23088,1.67232,-0.070262,0.733466,-0.776051,0.678728,-0.201734,0.162154,0.761141,0.68154,-1.592021,-0.146928,-0.772279,456.51,0
2400,-1.152996,-1.886693,0.196212,0.802228,-0.75123,0.966438,-2.247218,0.754479,0.769732,0.659456,1.790852,0.603164,0.565935,-0.070091,-0.08675,-2.813147,0.357704,0.179971,-1.869488,0.275439,0.224556,-0.193326,1.362695,-0.421581,-0.174752,-0.530336,0.290111,0.461938,294.76,0
2410,0.881126,-0.663468,0.279004,-0.62807,0.540571,-0.266751,-1.366255,-0.76943,-0.141076,-1.059426,0.920763,-0.14939,-1.00654,-0.154501,0.529991,-0.499852,-1.011114,-0.515684,0.637799,-1.161822,-0.003572,0.301033,-0.439098,0.443261,0.084717,-1.057423,-0.197178,1.116921,348.47,0
2420,-0.378984,-2.176265,-2.024573,0.287912,1.115919,1.612019,-0.088823,-0.804988,-0.777812,-0.779043,-0.098821,0.825924,0.900131,-0.098565,0.566188,-1.326155,0.215253,0.345889,-3.754354,-0.813027,0.896386,0.477493,1.195766,1.308999,-1.683181,-0.78548,0.597088,0.294079,127.42,0
2430,-0.462552,0.864556,0.26093,1.063155,1.518899,-0.49832,-0.567027,-2.012196,0.342679,-1.067601,-1.09074,1.542112,0.160948,-0.153743,-0.358697,0.118591,0.592697,-0.79984,-0.284678,2.052516,1.078882,0.754356,-0.242068,0.983945,0.574686,1.86663,1.812105,1.335869,406.81,0
2440,0.176904,-0.190141,-1.137057,-0.387689,0.982238,-0.804828,0.96641,2.337909,-0.428616,-0.555169,-1.41839,-0.008319,-0.28161,0.042063,1.120723,-0.820524,0.201967,-0.697371,1.26222,0.449089,-0.397856,-1.117452,1.097357,1.053026,1.232049,-1.069031,1.184775,-2.040749,203.74,0
2450,-1.537355,-0.668818,-0.207137,-1.125968,0.093294,1.671906,-1.446253,-0.996451,0.480856,1.098353,-0.039174,0.591508,-0.987996,-1.549368,-2.039691,-1.570218,1.420964,-0.307926,-0.874835,-1.436957,-0.400581,1.205624,1.175918,-0.138433,0.658234,-2.264978,0.431677,-0.772168,197.11,0
2460,2.774239,-0.129891,-0.968282,-1.381508,-2.227471,0.584529,1.046237,1.074893,-0.170264,-1.672759,-0.788184,-0.292512,0.539412,-2.21536,1.067918,0.432403,-1.110265,-0.774915,1.81351,0.164989,-1.289337,-1.017857,-0.538237,1.132691,-0.654173,1.611888,-0.602756,-0.158388,193.15,0
2470,-0.823369,0.666919,1.557018,-0.52775,0.611213,0.262445,0.670815,0.498359,0.448408,0.006255,0.128496,-0.580622,0.240912,0.360002,-0.00752,-0.979261,0.534151,0.667022,1.09507,0.36889,-1.391889,0.507504,-1.186627,0.690402,-0.888262,-1.876208,-0.515157,-0.646368,50.81,0
2480,1.309061,-0.116917,-0.240208,1.118232,-0.308035,0.719499,0.50925,0.105689,0.721375,-1.104358,-1.01299,-0.111631,-0.259518,-0.851512,-1.233199,-0.787975,-1.014945,-2.734774,0.927424,-1.364755,-1.206178,0.158763,-1.302273,-0.935582,0.112827,0.80537,0.654909,-1.907129,162.89,0
2490,0.344973,1.031607,-0.324425,-0.418995,-0.135983,0.972684,0.26188,0.219284,0.577272,-0.90726,0.618521,1.170052,0.647124,-0.548052,-1.093798,-0.343953,-0.626887,2.013531,-0.230056,0.051832,-0.209119,-0.968144,3.030968,-0.058456,-0.137827,1.26394,-0.266337,-0.047487,115.84,0
2500,-0.661578,-0.770622,1.521185,0.796306,0.114646,-0.650718,0.208332,0.389038,0.557017,0.01836,-1.309017,-0.132044,0.562917,0.630578,0.159492,0.898684,-0.474729,-0.294597,0.785484,1.062781,0.437762,-1.300249,-0.247558,-2.186566,0.394558,1.723455,0.459154,-1.387593,15.97,0
2510,-1.446343,-0.316997,0.360304,-0.374314,-0.739793,0.885621,0.974936,-0.459015,-0.045822,2.46558,-0.222357,0.650348,-0.786321,1.294295,-1.130728,1.28018,-0.611916,-1.343314,-0.304035,0.642422,-0.057136,-0.702659,1.431827,0.587607,-0.004992,-1.63163,0.771184,1.192944,460.49,0
2520,-0.523155,1.220749,-0.389479,-0.081061,0.820658,0.46878,0.235586,0.437374,1.040561,-0.923154,-1.024001,-0.419729,0.340282,0.838137,-2.006774,0.768224,0.593432,0.36569,0.029751,-1.033605,0.170687,-0.594076,2.171466,-1.594863,-0.458413,-0.518013,0.057464,-1.006088,51.28,0
2530,-1.093874,-1.428689,-1.536332,0.77303,0.532431,0.571914,-0.234452,-0.8127,-0.56384,-0.875054,1.943202,0.988599,0.902503,-0.9481,1.20125,-1.397947,-0.433648,0.167077,1.856049,-2.922321,-0.212437,-0.079212,0.279392,0.468688,0.054147,-0.130219,0.100261,0.007053,296.93,0
2540,-0.890224,-0.240984,-1.573625,0.792402,-2.199164,-0.735743,-0.907756,-0.798403,-0.478456,1.244334,-2.49696,1.13298,-1.371802,-0.648893,-1.780818,0.794053,-0.871606,-0.162757,0.871611,-1.466206,-0.793199,1.037637,-1.216506,0.759598,0.000109,-0.460125,-0.710969,-0.409619,261.03,0
